_id,time,high,low,open,volumefrom,volumeto,close,symbol,read_date,price_f_change
ObjectId("5bab764d72039d13cb4a6db4"),1537660800,0.014,0.014,0.014,0,0,0.014,WGO,23-09-2018,0
ObjectId("5bab764d72039d13cb4a6db6"),1537747200,0.016,0.01171,0.014,101.69,1.37,0.014,WGO,24-09-2018,0
ObjectId("5bab764d72039d13cb4a6db8"),1537833600,0.015,0.014,0.014,8,0.12,0.015,WGO,25-09-2018,0.07142857142857137
ObjectId("5bab764d72039d13cb4a6dbc"),1537488000,0.0002404,0.0002404,0.0002404,0,0,0.0002404,MCRN,21-09-2018,
ObjectId("5bab764d72039d13cb4a6dbe"),1537574400,0.0002404,0.0002404,0.0002404,0,0,0.0002404,MCRN,22-09-2018,0
ObjectId("5bab764d72039d13cb4a6dc0"),1537660800,0.0002404,0.0002404,0.0002404,0,0,0.0002404,MCRN,23-09-2018,0
ObjectId("5bab764d72039d13cb4a6dc2"),1537747200,0.0002404,0.0002404,0.0002404,0,0,0.0002404,MCRN,24-09-2018,0
ObjectId("5bab764d72039d13cb4a6dc4"),1537833600,0.0002361,0.0002361,0.0002361,12708.1,3,0.0002361,MCRN,25-09-2018,-0.017886855241264543
ObjectId("5bab764d72039d13cb4a6dc8"),1537488000,0.0003389,0.0003389,0.0003389,0,0,0.0003389,TLE,21-09-2018,
ObjectId("5bab764d72039d13cb4a6dca"),1537574400,0.0003389,0.0003389,0.0003389,0,0,0.0003389,TLE,22-09-2018,0
ObjectId("5bab764d72039d13cb4a6dcc"),1537660800,0.0003389,0.0003389,0.0003389,0,0,0.0003389,TLE,23-09-2018,0
ObjectId("5bab764d72039d13cb4a6dce"),1537747200,0.0003389,0.0003389,0.0003389,0,0,0.0003389,TLE,24-09-2018,0
ObjectId("5bab764d72039d13cb4a6dd0"),1537833600,0.0003389,0.0003389,0.0003389,0,0,0.0003389,TLE,25-09-2018,0
ObjectId("5bab764d72039d13cb4a6dd4"),1537488000,0.002434,0.002164,0.002367,2204718.73,5068.65,0.002299,PROC,21-09-2018,
ObjectId("5bab764d72039d13cb4a6dd6"),1537574400,0.002485,0.002216,0.002284,509935.28,1198.86,0.002351,PROC,22-09-2018,0.022618529795563273
ObjectId("5bab764d72039d13cb4a6dd8"),1537660800,0.002413,0.002279,0.002346,522144.99,1259.94,0.002413,PROC,23-09-2018,0.026371756699277087
ObjectId("5bab764d72039d13cb4a6dda"),1537747200,0.002436,0.002304,0.00237,310202.14,714.71,0.002304,PROC,24-09-2018,-0.04517198508081233
ObjectId("5bab764d72039d13cb4a6ddc"),1537833600,0.00309,0.002124,0.002253,6957032.25,17016.9,0.002446,PROC,25-09-2018,0.06163194444444434
ObjectId("5bab764d72039d13cb4a6de0"),1537488000,0.16,0.16,0.16,0,0,0.16,SCS,21-09-2018,
ObjectId("5bab764d72039d13cb4a6de2"),1537574400,0.16,0.16,0.16,0,0,0.16,SCS,22-09-2018,0
ObjectId("5bab764d72039d13cb4a6de4"),1537660800,0.16,0.16,0.16,0,0,0.16,SCS,23-09-2018,0
ObjectId("5bab764d72039d13cb4a6de6"),1537747200,0.16,0.16,0.16,0,0,0.16,SCS,24-09-2018,0
ObjectId("5bab764d72039d13cb4a6de8"),1537833600,0.16,0.16,0.16,0,0,0.16,SCS,25-09-2018,0
ObjectId("5bab764d72039d13cb4a6dec"),1537488000,1,0.9129,0.9399,67556.19,63043.44,0.9332,BTX,21-09-2018,
ObjectId("5bab764d72039d13cb4a6dee"),1537574400,1.01,0.8799,0.9269,72329.81,68062.35,0.941,BTX,22-09-2018,0.008358336905272094
ObjectId("5bab764d72039d13cb4a6df0"),1537660800,0.9987,0.9183,0.9518,43714.07,41021.28,0.9384,BTX,23-09-2018,-0.0027630180658872855
ObjectId("5bab764d72039d13cb4a6df2"),1537747200,0.9414,0.8559,0.9217,55332.69,49544.89,0.8954,BTX,24-09-2018,-0.045822676896845736
ObjectId("5bab764d72039d13cb4a6df4"),1537833600,0.9245,0.8369,0.8755,55792.42,49281.44,0.8833,BTX,25-09-2018,-0.013513513513513514
ObjectId("5bab764e72039d13cb4a6df8"),1537488000,0.0004853,0.0003916,0.0004853,500,0.1958,0.0003916,VOLT,21-09-2018,
ObjectId("5bab764e72039d13cb4a6dfa"),1537574400,0.0003916,0.0003916,0.0003916,0,0,0.0003916,VOLT,22-09-2018,0
ObjectId("5bab764e72039d13cb4a6dfc"),1537660800,0.0003916,0.0003916,0.0003916,0,0,0.0003916,VOLT,23-09-2018,0
ObjectId("5bab764e72039d13cb4a6dfe"),1537747200,0.0003916,0.0003916,0.0003916,0,0,0.0003916,VOLT,24-09-2018,0
ObjectId("5bab764e72039d13cb4a6e00"),1537833600,0.0006789,0.0006789,0.0006789,1177.6,0.7994,0.0006789,VOLT,25-09-2018,0.7336567926455567
ObjectId("5bab764e72039d13cb4a6e04"),1537488000,4.18,2.91,3.03,927494.84,3116382.66,3.36,LUN,21-09-2018,
ObjectId("5bab764e72039d13cb4a6e06"),1537574400,3.54,3.16,3.33,422396.66,1398132.94,3.31,LUN,22-09-2018,-0.014880952380952328
ObjectId("5bab764e72039d13cb4a6e08"),1537660800,3.3,3.02,3.3,234059.94,720904.62,3.08,LUN,23-09-2018,-0.06948640483383685
ObjectId("5bab764e72039d13cb4a6e0a"),1537747200,3.04,2.78,3.02,162920.64,464323.82,2.85,LUN,24-09-2018,-0.07467532467532467
ObjectId("5bab764e72039d13cb4a6e0c"),1537833600,3.68,2.68,2.79,683556.9,2009657.29,2.94,LUN,25-09-2018,0.031578947368421005
ObjectId("5bab764e72039d13cb4a6e10"),1537488000,27.74,26.26,27.64,12086.12,332610.02,27.52,GNO,21-09-2018,
ObjectId("5bab764e72039d13cb4a6e12"),1537574400,27.75,26.78,27.34,9536.57,258822.51,27.14,GNO,22-09-2018,-0.013808139534883685
ObjectId("5bab764e72039d13cb4a6e14"),1537660800,28.31,26.66,27.09,6454.82,176539.33,27.35,GNO,23-09-2018,0.00773765659543113
ObjectId("5bab764e72039d13cb4a6e16"),1537747200,26.9,24.55,26.89,9765.01,245980.6,25.19,GNO,24-09-2018,-0.0789762340036563
ObjectId("5bab764e72039d13cb4a6e18"),1537833600,25.69,23.74,24.63,6943.43,169975.17,24.48,GNO,25-09-2018,-0.028185788011115553
ObjectId("5bab764e72039d13cb4a6e1c"),1537488000,0.4528,0.4211,0.4449,61721.96,27225.56,0.4411,TKN,21-09-2018,
ObjectId("5bab764e72039d13cb4a6e1e"),1537574400,0.4426,0.4262,0.4288,47091.67,20692.08,0.4394,TKN,22-09-2018,-0.0038540013602357272
ObjectId("5bab764e72039d13cb4a6e20"),1537660800,0.4495,0.3864,0.4463,76045.25,29475.14,0.3876,TKN,23-09-2018,-0.1178880291306327
ObjectId("5bab764e72039d13cb4a6e22"),1537747200,0.3624,0.3305,0.3613,94510.33,33995.37,0.3597,TKN,24-09-2018,-0.07198142414860675
ObjectId("5bab764e72039d13cb4a6e24"),1537833600,0.3621,0.3398,0.3459,59054.51,20982.07,0.3553,TKN,25-09-2018,-0.012232415902140715
ObjectId("5bab764e72039d13cb4a6e28"),1537488000,0.001691,0.001352,0.001691,340989.07,484.2,0.00142,RAIN,21-09-2018,
ObjectId("5bab764e72039d13cb4a6e2a"),1537574400,0.001881,0.00141,0.001478,180095.79,326.51,0.001813,RAIN,22-09-2018,0.2767605633802816
ObjectId("5bab764e72039d13cb4a6e2c"),1537660800,0.002346,0.001475,0.00181,548134.95,992.12,0.00181,RAIN,23-09-2018,-0.0016547159404302065
ObjectId("5bab764e72039d13cb4a6e2e"),1537747200,0.001909,0.001119,0.001778,2048257.4,3236.25,0.00158,RAIN,24-09-2018,-0.12707182320441987
ObjectId("5bab764e72039d13cb4a6e30"),1537833600,0.001609,0.001288,0.001545,226428.33,306.13,0.001352,RAIN,25-09-2018,-0.1443037974683545
ObjectId("5bab764e72039d13cb4a6e34"),1537488000,0.1118,0.09873,0.09873,338.93,37.89,0.1118,GPL,21-09-2018,
ObjectId("5bab764e72039d13cb4a6e36"),1537574400,0.111,0.09806,0.111,674,66.09,0.09806,GPL,22-09-2018,-0.1228980322003578
ObjectId("5bab764e72039d13cb4a6e38"),1537660800,0.09819,0.09786,0.09786,233,22.8,0.09786,GPL,23-09-2018,-0.0020395676116662436
ObjectId("5bab764e72039d13cb4a6e3a"),1537747200,0.1053,0.1053,0.1053,127.25,13.4,0.1053,GPL,24-09-2018,0.07602697731453098
ObjectId("5bab764e72039d13cb4a6e3c"),1537833600,0.1042,0.09496,0.103,1725.67,163.87,0.09496,GPL,25-09-2018,-0.09819563152896488
ObjectId("5bab764e72039d13cb4a6e40"),1537488000,0.03807,0.03381,0.03807,11190122.08,394228,0.03523,HMQ,21-09-2018,
ObjectId("5bab764e72039d13cb4a6e42"),1537574400,0.0354,0.03298,0.03499,7032232.49,232415.28,0.03305,HMQ,22-09-2018,-0.06187908032926468
ObjectId("5bab764e72039d13cb4a6e44"),1537660800,0.03499,0.03244,0.03298,9396313.12,328777,0.03499,HMQ,23-09-2018,0.058698940998487055
ObjectId("5bab764e72039d13cb4a6e46"),1537747200,0.03456,0.0314,0.03437,5377906.58,177040.68,0.03292,HMQ,24-09-2018,-0.05915975993140904
ObjectId("5bab764e72039d13cb4a6e48"),1537833600,0.03251,0.03064,0.03219,10892920.97,340839.5,0.03129,HMQ,25-09-2018,-0.04951397326852976
ObjectId("5bab764e72039d13cb4a6e4c"),1537488000,6.7,6.7,6.7,5.66,37.92,6.7,ITI,21-09-2018,
ObjectId("5bab764e72039d13cb4a6e4e"),1537574400,6.66,6.12,6.66,7.17,43.88,6.12,ITI,22-09-2018,-0.08656716417910448
ObjectId("5bab764e72039d13cb4a6e50"),1537660800,6.11,5.77,6.11,7.35,42.41,5.77,ITI,23-09-2018,-0.05718954248366022
ObjectId("5bab764e72039d13cb4a6e52"),1537747200,6.93,5.41,5.66,34.93,237.87,6.81,ITI,24-09-2018,0.18024263431542462
ObjectId("5bab764e72039d13cb4a6e54"),1537833600,6.66,6.66,6.66,0,0,6.66,ITI,25-09-2018,-0.022026431718061595
ObjectId("5bab764f72039d13cb4a6e58"),1537488000,0.0541,0.04057,0.04767,4792.77,194.44,0.04057,MNE,21-09-2018,
ObjectId("5bab764f72039d13cb4a6e5a"),1537574400,0.05373,0.03425,0.0403,2988.93,140.12,0.04688,MNE,22-09-2018,0.15553364555089957
ObjectId("5bab764f72039d13cb4a6e5c"),1537660800,0.0555,0.0437,0.04678,15834.75,761.02,0.04806,MNE,23-09-2018,0.025170648464163833
ObjectId("5bab764f72039d13cb4a6e5e"),1537747200,0.05247,0.04608,0.0472,1430.38,75.05,0.05247,MNE,24-09-2018,0.09176029962546825
ObjectId("5bab764f72039d13cb4a6e60"),1537833600,0.05144,0.04288,0.05131,4144.54,188.12,0.04539,MNE,25-09-2018,-0.13493424814179536
ObjectId("5bab764f72039d13cb4a6e64"),1537488000,0.009873,0.00967,0.009873,500,4.84,0.00967,CNNC,21-09-2018,
ObjectId("5bab764f72039d13cb4a6e66"),1537574400,0.009605,0.009605,0.009605,0,0,0.009605,CNNC,22-09-2018,-0.0067218200620474755
ObjectId("5bab764f72039d13cb4a6e68"),1537660800,0.009585,0.009585,0.009585,0,0,0.009585,CNNC,23-09-2018,-0.0020822488287351297
ObjectId("5bab764f72039d13cb4a6e6a"),1537747200,0.009414,0.009414,0.009414,0,0,0.009414,CNNC,24-09-2018,-0.017840375586854387
ObjectId("5bab764f72039d13cb4a6e6c"),1537833600,0.009206,0.009206,0.009206,3671.79,33.8,0.009206,CNNC,25-09-2018,-0.022094752496282115
ObjectId("5bab764f72039d13cb4a6e70"),1537488000,0.04362,0.02502,0.02691,185110.95,5057.23,0.02732,CREA,21-09-2018,
ObjectId("5bab764f72039d13cb4a6e72"),1537574400,0.04534,0.0266,0.02714,317038.57,10411.55,0.03284,CREA,22-09-2018,0.2020497803806735
ObjectId("5bab764f72039d13cb4a6e74"),1537660800,0.03881,0.02949,0.03438,122471.95,3857.87,0.0315,CREA,23-09-2018,-0.040803897685749116
ObjectId("5bab764f72039d13cb4a6e76"),1537747200,0.03391,0.02699,0.03094,85058.69,2884.34,0.03391,CREA,24-09-2018,0.07650793650793658
ObjectId("5bab764f72039d13cb4a6e78"),1537833600,0.03354,0.02594,0.03354,26480.44,688.76,0.02601,CREA,25-09-2018,-0.23296962547920977
ObjectId("5bab764f72039d13cb4a6e7c"),1537488000,0.6244,0.5786,0.6058,129368.07,77996.01,0.6029,DICE,21-09-2018,
ObjectId("5bab764f72039d13cb4a6e7e"),1537574400,0.6075,0.5827,0.5861,134215.08,79374.8,0.5914,DICE,22-09-2018,-0.019074473378669687
ObjectId("5bab764f72039d13cb4a6e80"),1537660800,0.608,0.5639,0.6006,178345.22,101977.8,0.5718,DICE,23-09-2018,-0.03314169766655404
ObjectId("5bab764f72039d13cb4a6e82"),1537747200,0.5404,0.5254,0.5315,49094.95,25936.86,0.5283,DICE,24-09-2018,-0.07607555089192022
ObjectId("5bab764f72039d13cb4a6e84"),1537833600,0.5815,0.5081,0.5081,78555.8,45012.47,0.573,DICE,25-09-2018,0.08461101646791588
ObjectId("5bab764f72039d13cb4a6e88"),1537488000,0.01352,0.01109,0.01163,3096.62,34.34,0.01109,INSN,21-09-2018,
ObjectId("5bab764f72039d13cb4a6e8a"),1537574400,0.01337,0.005105,0.01102,143100.98,1230.24,0.008597,INSN,22-09-2018,-0.2247971145175833
ObjectId("5bab764f72039d13cb4a6e8c"),1537660800,0.00992,0.008311,0.008579,34442.98,304.75,0.008848,INSN,23-09-2018,0.02919623124345696
ObjectId("5bab764f72039d13cb4a6e8e"),1537747200,0.009744,0.008427,0.00869,14108.62,118.89,0.008427,INSN,24-09-2018,-0.047581374321880594
ObjectId("5bab764f72039d13cb4a6e90"),1537833600,0.00985,0.00824,0.00824,34357.83,309.67,0.009013,INSN,25-09-2018,0.06953838851311257
ObjectId("5bab764f72039d13cb4a6e94"),1537488000,0.0001352,0.0001352,0.0001352,0,0,0.0001352,HALLO,21-09-2018,
ObjectId("5bab764f72039d13cb4a6e96"),1537574400,0.0001343,0.0001343,0.0001343,0,0,0.0001343,HALLO,22-09-2018,-0.006656804733727772
ObjectId("5bab764f72039d13cb4a6e98"),1537660800,0.0001341,0.0001341,0.0001341,124181.59,16.65,0.0001341,HALLO,23-09-2018,-0.0014892032762472438
ObjectId("5bab764f72039d13cb4a6e9a"),1537747200,0.0001975,0.0001317,0.0001317,126353.06,24.95,0.0001975,HALLO,24-09-2018,0.47278150633855326
ObjectId("5bab764f72039d13cb4a6e9c"),1537833600,0.0001931,0.0001288,0.0001931,141685.29,18.25,0.0001288,HALLO,25-09-2018,-0.3478481012658229
ObjectId("5bab764f72039d13cb4a6ea0"),1537488000,0.8703,0.8277,0.8473,211443.12,183004.02,0.8655,ANT,21-09-2018,
ObjectId("5bab764f72039d13cb4a6ea2"),1537574400,0.9914,0.851,0.8597,442624.19,414738.87,0.937,ANT,22-09-2018,0.08261120739456962
ObjectId("5bab764f72039d13cb4a6ea4"),1537660800,0.9578,0.8023,0.9357,228596.13,215268.98,0.9417,ANT,23-09-2018,0.005016008537886794
ObjectId("5bab764f72039d13cb4a6ea6"),1537747200,0.9632,0.8815,0.925,302378.38,282481.88,0.9342,ANT,24-09-2018,-0.007964319847085007
ObjectId("5bab764f72039d13cb4a6ea8"),1537833600,0.9373,0.8755,0.9135,304721.73,267972.29,0.8794,ANT,25-09-2018,-0.05865981588524948
ObjectId("5bab765072039d13cb4a6eac"),1537488000,0.01677,0.0165,0.01663,229863.04,3838.71,0.0167,RLT,21-09-2018,
ObjectId("5bab765072039d13cb4a6eae"),1537574400,0.01659,0.01605,0.01659,262529.78,4266.11,0.01625,RLT,22-09-2018,-0.02694610778443108
ObjectId("5bab765072039d13cb4a6eb0"),1537660800,0.01649,0.01575,0.01622,254175.37,4054.1,0.01595,RLT,23-09-2018,-0.018461538461538564
ObjectId("5bab765072039d13cb4a6eb2"),1537747200,0.01613,0.01527,0.01547,234212.63,3716.95,0.01587,RLT,24-09-2018,-0.005015673981191236
ObjectId("5bab765072039d13cb4a6eb4"),1537833600,0.01558,0.01539,0.01551,237817.71,3674.28,0.01545,RLT,25-09-2018,-0.026465028355387433
ObjectId("5bab765072039d13cb4a6eb8"),1537488000,4.1,3.49,3.56,76404.9,295137.2,4.04,QTUM,21-09-2018,
ObjectId("5bab765072039d13cb4a6eba"),1537574400,4.09,3.68,4.04,20431.71,77951.77,3.79,QTUM,22-09-2018,-0.06188118811881188
ObjectId("5bab765072039d13cb4a6ebc"),1537660800,4.37,3.78,3.79,32369.25,132505.76,4.15,QTUM,23-09-2018,0.09498680738786289
ObjectId("5bab765072039d13cb4a6ebe"),1537747200,4.15,3.77,4.15,14638.89,57038,3.8,QTUM,24-09-2018,-0.08433734939759048
ObjectId("5bab765072039d13cb4a6ec0"),1537833600,3.8,3.45,3.8,28762.57,103365.36,3.7,QTUM,25-09-2018,-0.02631578947368412
ObjectId("5bab765072039d13cb4a6ec4"),1537488000,0.03226,0.0307,0.03226,23488.7,735.43,0.03131,ECO,21-09-2018,
ObjectId("5bab765072039d13cb4a6ec6"),1537574400,0.0311,0.0174,0.0311,4108.6,104.85,0.02552,ECO,22-09-2018,-0.18492494410731386
ObjectId("5bab765072039d13cb4a6ec8"),1537660800,0.02547,0.01997,0.02547,2716.06,58.61,0.02158,ECO,23-09-2018,-0.1543887147335424
ObjectId("5bab765072039d13cb4a6eca"),1537747200,0.02166,0.0212,0.0212,69,1.49,0.02166,ECO,24-09-2018,0.0037071362372567292
ObjectId("5bab765072039d13cb4a6ecc"),1537833600,0.02376,0.01931,0.02118,27925.36,663.51,0.02376,ECO,25-09-2018,0.09695290858725768
ObjectId("5bab765072039d13cb4a6ed0"),1537488000,0.07533,0.06681,0.07533,224.14,14.97,0.06681,EQT,21-09-2018,
ObjectId("5bab765072039d13cb4a6ed2"),1537574400,0.07301,0.06616,0.06636,262.38,19.1,0.07281,EQT,22-09-2018,0.08980691513246529
ObjectId("5bab765072039d13cb4a6ed4"),1537660800,0.0746,0.07045,0.07266,1636.06,122.05,0.0746,EQT,23-09-2018,0.02458453509133361
ObjectId("5bab765072039d13cb4a6ed6"),1537747200,0.07327,0.06913,0.07327,1313.27,90.79,0.06913,EQT,24-09-2018,-0.07332439678284186
ObjectId("5bab765072039d13cb4a6ed8"),1537833600,0.06773,0.06747,0.06766,3502.67,236.33,0.06747,EQT,25-09-2018,-0.02401272963980898
ObjectId("5bab765072039d13cb4a6edc"),1537488000,0.001014,0.001014,0.001014,0,0,0.001014,DMB,21-09-2018,
ObjectId("5bab765072039d13cb4a6ede"),1537574400,0.001007,0.001007,0.001007,0,0,0.001007,DMB,22-09-2018,-0.006903353057199059
ObjectId("5bab765072039d13cb4a6ee0"),1537660800,0.001005,0.001005,0.001005,0,0,0.001005,DMB,23-09-2018,-0.0019860973187686677
ObjectId("5bab765072039d13cb4a6ee2"),1537747200,0.0009875,0.0009875,0.0009875,0,0,0.0009875,DMB,24-09-2018,-0.017412935323383023
ObjectId("5bab765072039d13cb4a6ee4"),1537833600,0.0009657,0.0009657,0.0009657,0,0,0.0009657,DMB,25-09-2018,-0.022075949367088704
ObjectId("5bab765072039d13cb4a6ee8"),1537488000,6.01,6.01,6.01,105.45,633.75,6.01,APX,21-09-2018,
ObjectId("5bab765072039d13cb4a6eea"),1537574400,5.97,5.97,5.97,24.06,143.64,5.97,APX,22-09-2018,-0.0066555740432612375
ObjectId("5bab765072039d13cb4a6eec"),1537660800,5.96,5.96,5.96,2.14,12.75,5.96,APX,23-09-2018,-0.0016750418760468656
ObjectId("5bab765072039d13cb4a6eee"),1537747200,5.85,5.85,5.85,0,0,5.85,APX,24-09-2018,-0.018456375838926228
ObjectId("5bab765072039d13cb4a6ef0"),1537833600,5.72,5.22,5.72,1147.42,6023.96,5.25,APX,25-09-2018,-0.1025641025641025
ObjectId("5bab765072039d13cb4a6ef4"),1537488000,0.01352,0.006762,0.006762,258644.87,3496.88,0.01352,MCAP,21-09-2018,
ObjectId("5bab765072039d13cb4a6ef6"),1537574400,0.01343,0.006717,0.01343,346651.54,2328.46,0.006717,MCAP,22-09-2018,-0.5031804733727812
ObjectId("5bab765072039d13cb4a6ef8"),1537660800,0.01341,0.006703,0.006703,265617.21,3561.93,0.01341,MCAP,23-09-2018,0.9964269763287182
ObjectId("5bab765072039d13cb4a6efa"),1537747200,0.01317,0.006584,0.01317,307140.11,4045.04,0.01317,MCAP,24-09-2018,-0.017897091722595126
ObjectId("5bab765072039d13cb4a6efc"),1537833600,0.01288,0.006438,0.01288,247515.44,3188,0.01288,MCAP,25-09-2018,-0.022019741837509384
ObjectId("5bab765072039d13cb4a6f00"),1537488000,27048.24,26372.03,27048.24,0.0006196,16.76,27048.24,NANOX,21-09-2018,
ObjectId("5bab765072039d13cb4a6f02"),1537574400,26866.4,25523.08,26866.4,0.005092,136.8,26866.4,NANOX,22-09-2018,-0.006722803406062654
ObjectId("5bab765072039d13cb4a6f04"),1537660800,26810.8,25470.26,26810.8,0.008703,233.33,26810.8,NANOX,23-09-2018,-0.002069499449126127
ObjectId("5bab765072039d13cb4a6f06"),1537747200,26334.12,25017.41,26334.12,0.005999,157.58,26268.28,NANOX,24-09-2018,-0.020235129127068215
ObjectId("5bab765172039d13cb4a6f08"),1537833600,25686.58,24463.41,25686.58,0.003928,98.87,25171.56,NANOX,25-09-2018,-0.041750735107132925
ObjectId("5bab765172039d13cb4a6f0c"),1537488000,0.0007613,0.0007613,0.0007613,0,0,0.0007613,MAY,21-09-2018,
ObjectId("5bab765172039d13cb4a6f0e"),1537574400,0.0007613,0.0007602,0.0007613,140,0.1064,0.0007602,MAY,22-09-2018,-0.001444896886903944
ObjectId("5bab765172039d13cb4a6f10"),1537660800,0.0007602,0.0007602,0.0007602,0,0,0.0007602,MAY,23-09-2018,0
ObjectId("5bab765172039d13cb4a6f12"),1537747200,0.0007602,0.0007602,0.0007602,0,0,0.0007602,MAY,24-09-2018,0
ObjectId("5bab765172039d13cb4a6f14"),1537833600,0.0007602,0.0007602,0.0007602,0,0,0.0007602,MAY,25-09-2018,0
ObjectId("5bab765172039d13cb4a6f18"),1537488000,0.115,0.115,0.115,0,0,0.115,SUMO,21-09-2018,
ObjectId("5bab765172039d13cb4a6f1a"),1537574400,0.1142,0.1142,0.1142,0,0,0.1142,SUMO,22-09-2018,-0.006956521739130513
ObjectId("5bab765172039d13cb4a6f1c"),1537660800,0.1139,0.1139,0.1139,0,0,0.1139,SUMO,23-09-2018,-0.0026269702276707067
ObjectId("5bab765172039d13cb4a6f1e"),1537747200,0.1119,0.1119,0.1119,0,0,0.1119,SUMO,24-09-2018,-0.017559262510974553
ObjectId("5bab765172039d13cb4a6f20"),1537833600,0.1094,0.1094,0.1094,0,0,0.1094,SUMO,25-09-2018,-0.022341376228775713
ObjectId("5bab765172039d13cb4a6f24"),1537488000,0.1812,0.1603,0.1636,369310.82,63568.56,0.1805,BAT,21-09-2018,
ObjectId("5bab765172039d13cb4a6f26"),1537574400,0.1847,0.1679,0.1805,68628.89,12060.1,0.1778,BAT,22-09-2018,-0.014958448753462495
ObjectId("5bab765172039d13cb4a6f28"),1537660800,0.1778,0.17,0.1778,88791.34,15521.77,0.1773,BAT,23-09-2018,-0.0028121484814398225
ObjectId("5bab765172039d13cb4a6f2a"),1537747200,0.185,0.1626,0.1773,155343.6,26412.13,0.1643,BAT,24-09-2018,-0.07332205301748455
ObjectId("5bab765172039d13cb4a6f2c"),1537833600,0.1817,0.1509,0.1643,128958.91,20369.02,0.1656,BAT,25-09-2018,0.007912355447352377
ObjectId("5bab765172039d13cb4a6f30"),1537488000,16.61,15.89,16.16,51883.39,850887.6,16.4,ZEN,21-09-2018,
ObjectId("5bab765172039d13cb4a6f32"),1537574400,16.55,16.08,16.29,31260.63,505484.39,16.17,ZEN,22-09-2018,-0.01402439024390225
ObjectId("5bab765172039d13cb4a6f34"),1537660800,17.03,16.09,16.14,45681.02,769268.38,16.84,ZEN,23-09-2018,0.04143475572046989
ObjectId("5bab765172039d13cb4a6f36"),1537747200,16.79,15.58,16.54,47011.95,771466.1,16.41,ZEN,24-09-2018,-0.025534441805225638
ObjectId("5bab765172039d13cb4a6f38"),1537833600,16.83,15.85,16.05,49393.02,793745.83,16.07,ZEN,25-09-2018,-0.02071907373552711
ObjectId("5bab765172039d13cb4a6f3c"),1537488000,1.56,0.9467,1.01,4688.3,6329.21,1.35,ETBS,21-09-2018,
ObjectId("5bab765172039d13cb4a6f3e"),1537574400,1.34,1.01,1.34,76.8,77.57,1.01,ETBS,22-09-2018,-0.2518518518518519
ObjectId("5bab765172039d13cb4a6f40"),1537660800,1.47,1.01,1.01,661.8,754.45,1.14,ETBS,23-09-2018,0.1287128712871286
ObjectId("5bab765172039d13cb4a6f42"),1537747200,1.12,0.8559,1.12,399.2,419.16,1.05,ETBS,24-09-2018,-0.07894736842105252
ObjectId("5bab765172039d13cb4a6f44"),1537833600,1.03,0.8369,1.03,310,279.4,0.9013,ETBS,25-09-2018,-0.14161904761904767
ObjectId("5bab765172039d13cb4a6f48"),1537488000,1.06,0.9927,1.03,1282281.26,1359218.14,1.06,AE,21-09-2018,
ObjectId("5bab765172039d13cb4a6f4a"),1537574400,1.06,0.9967,1.05,845447.09,853901.56,1.01,AE,22-09-2018,-0.047169811320754755
ObjectId("5bab765172039d13cb4a6f4c"),1537660800,1.04,0.992,1.01,754028.55,776649.41,1.03,AE,23-09-2018,0.01980198019801982
ObjectId("5bab765172039d13cb4a6f4e"),1537747200,1.02,0.9533,1.01,461981.18,449831.07,0.9737,AE,24-09-2018,-0.054660194174757294
ObjectId("5bab765172039d13cb4a6f50"),1537833600,0.9798,0.9399,0.9521,1210094.39,1167741.09,0.965,AE,25-09-2018,-0.0089349902434015
ObjectId("5bab765172039d13cb4a6f54"),1537488000,0.0006762,0.0004057,0.000541,651258.54,264.22,0.0004057,V,21-09-2018,
ObjectId("5bab765172039d13cb4a6f56"),1537574400,0.0007388,0.0003358,0.0004702,1438747.81,773.04,0.0005373,V,22-09-2018,0.324377618930244
ObjectId("5bab765172039d13cb4a6f58"),1537660800,0.0006703,0.0004692,0.0005362,369425.14,198.09,0.0005362,V,23-09-2018,-0.0020472734040572725
ObjectId("5bab765172039d13cb4a6f5a"),1537747200,0.0004608,0.0003292,0.0004608,1092682.16,503.51,0.0004608,V,24-09-2018,-0.1406191719507647
ObjectId("5bab765172039d13cb4a6f5c"),1537833600,0.0004506,0.0003219,0.0004506,2044972.89,789.97,0.0003863,V,25-09-2018,-0.16167534722222215
ObjectId("5bab765172039d13cb4a6f60"),1537488000,3.67,3.2,3.23,1635682.59,5754380.36,3.46,ETP,21-09-2018,
ObjectId("5bab765172039d13cb4a6f62"),1537574400,3.63,3.32,3.46,560971.79,1977324.72,3.41,ETP,22-09-2018,-0.01445086705202307
ObjectId("5bab765172039d13cb4a6f64"),1537660800,3.87,3.41,3.41,1796700.03,6719026.1,3.74,ETP,23-09-2018,0.09677419354838711
ObjectId("5bab765172039d13cb4a6f66"),1537747200,3.82,3.68,3.74,525667.28,1961953.78,3.72,ETP,24-09-2018,-0.0053475935828877046
ObjectId("5bab765172039d13cb4a6f68"),1537833600,3.75,3.59,3.72,846507.35,3104688.15,3.63,ETP,25-09-2018,-0.024193548387096853
ObjectId("5bab765272039d13cb4a6f6c"),1537488000,0.04517,0.0424,0.04429,176063.27,7512.62,0.04267,EBST,21-09-2018,
ObjectId("5bab765272039d13cb4a6f6e"),1537574400,0.0452,0.04238,0.04238,257771.22,11081.58,0.04299,EBST,22-09-2018,0.007499414108272811
